Agency Name,State,NCES Agency ID,County Name,County #,Total Public Schools 2020-2021,Total Operational Public Schools 2020-2021,State Agency ID,Total Students 2020-2021,FTE Teachers 2020-2021,Total Staff 2020-2021,District #,% Operational Schools 2020-2021
A W BROWN LEADERSHIP ACADEMY,Texas,4800095.0,Dallas County,48113.0,2.0,2.0,TX-057816,1383.0,76.79,170.87,057816,1.0
A+ ACADEMY,Texas,4800203.0,Dallas County,48113.0,2.0,2.0,TX-057829,1456.0,92.87,213.39,057829,1.0
A+ UNLIMITED POTENTIAL,TEXAS,4801453.0,Harris County,48201.0,1.0,1.0,TX-101871,152.0,6.91,13.61,101871,1.0
ABBOTT ISD,Texas,4807380.0,Hill County,48217.0,2.0,1.0,TX-109901,274.0,25.13,41.72,109901,0.5
ABERNATHY ISD,Texas,4807410.0,Hale County,48189.0,4.0,3.0,TX-095901,810.0,72.55,124.29,095901,0.75
ABILENE ISD,Texas,4807440.0,Taylor County,48441.0,30.0,30.0,TX-221901,15680.0,1110.18,2543.38,221901,1.0
ACADEMY FOR ACADEMIC EXCELLENCE,Texas,4800093.0,Dallas County,48113.0,4.0,4.0,TX-057814,308.0,56.0,95.0,057814,1.0
ACADEMY ISD,Texas,4807470.0,Bell County,48027.0,6.0,5.0,TX-014901,1726.0,125.91,250.28,014901,0.8333333333333334
ACADEMY OF ACCELERATED LEARNING INC,Texas,4800032.0,Harris County,48201.0,1.0,1.0,TX-101810,851.0,46.65,74.01,101810,1.0
ACADEMY OF DALLAS,Texas,4800090.0,Dallas County,48113.0,1.0,1.0,TX-057810,341.0,21.85,39.35,057810,1.0
ACCELERATED INTERMEDIATE ACADEMY,Texas,4800192.0,Harris County,48201.0,4.0,2.0,TX-101849,235.0,14.99,18.99,101849,0.5
ADRIAN ISD,Texas,4807500.0,Oldham County,48359.0,1.0,1.0,TX-180903,122.0,17.22,32.48,180903,1.0
ADVANTAGE ACADEMY,Texas,4800041.0,Dallas County,48113.0,1.0,1.0,TX-057806,1207.0,57.3,128.6,057806,1.0
AGUA DULCE ISD,Texas,4807530.0,Nueces County,48355.0,2.0,2.0,TX-178901,406.0,33.5,63.47,178901,1.0
ALAMO HEIGHTS ISD,Texas,4807590.0,Bexar County,48029.0,6.0,5.0,TX-015901,4846.0,354.58,630.33,015901,0.8333333333333334
ALBA-GOLDEN ISD,Texas,4807650.0,Wood County,48499.0,3.0,3.0,TX-250906,861.0,82.71,146.34,250906,1.0
ALBANY ISD,Texas,4807680.0,Shackelford County,48417.0,2.0,2.0,TX-209901,503.0,43.22,77.97,209901,1.0
ALDINE ISD,Texas,4807710.0,Harris County,48201.0,79.0,78.0,TX-101902,63302.0,4243.82,9204.84,101902,0.9873417721518988
ALEDO ISD,Texas,4807780.0,Parker County,48367.0,9.0,9.0,TX-184907,6723.0,407.3,719.74,184907,1.0
ALICE ISD,Texas,4807800.0,Jim Wells County,48249.0,10.0,10.0,TX-125901,4676.0,307.11,727.45,125901,1.0
ALIEF ISD,Texas,4807830.0,Harris County,48201.0,46.0,46.0,TX-101903,41724.0,3276.07,6461.03,101903,1.0
ALIEF MONTESSORI COMMUNITY SCHOOL,Texas,4800035.0,Harris County,48201.0,1.0,1.0,TX-101815,331.0,16.76,38.82,101815,1.0
ALLEN ISD,Texas,4807890.0,Collin County,48085.0,25.0,24.0,TX-043901,21617.0,1370.19,2560.63,043901,0.96
ALPINE ISD,Texas,4807950.0,Brewster County,48043.0,3.0,3.0,TX-022901,974.0,77.14,171.19,022901,1.0
ALTO ISD,Texas,4807980.0,Cherokee County,48073.0,3.0,3.0,TX-037901,609.0,57.76,104.11,037901,1.0
ALVARADO ISD,Texas,4800011.0,Johnson County,48251.0,7.0,7.0,TX-126901,3565.0,238.66,467.67,126901,1.0
ALVIN ISD,Texas,4808090.0,Brazoria County,48039.0,35.0,32.0,TX-020901,27006.0,1824.85,3555.68,020901,0.9142857142857143
ALVORD ISD,Texas,4808100.0,Wise County,48497.0,3.0,3.0,TX-249901,709.0,61.95,115.73,249901,1.0
AMARILLO ISD,Texas,4808130.0,Potter County,48375.0,56.0,56.0,TX-188901,31388.0,2213.46,4206.25,188901,1.0
AMBASSADORS PREPARATORY ACADEMY,Texas,4800284.0,Galveston County,48167.0,1.0,1.0,TX-084804,246.0,22.81,50.06,084804,1.0
AMHERST ISD,Texas,4808160.0,Lamb County,48279.0,1.0,1.0,TX-140901,133.0,19.0,32.11,140901,1.0
AMIGOS POR VIDA-FRIENDS FOR LIFE PUB CHTR SCH,Texas,4800113.0,Harris County,48201.0,1.0,1.0,TX-101819,502.0,30.81,56.28,101819,1.0
ANAHUAC ISD,Texas,4808190.0,Chambers County,48071.0,3.0,3.0,TX-036901,1326.0,98.97,193.87,036901,1.0
ANDERSON-SHIRO CISD,Texas,4808230.0,Grimes County,48185.0,2.0,2.0,TX-093901,887.0,71.85,130.41,093901,1.0
ANDREWS ISD,Texas,4808280.0,Andrews County,48003.0,6.0,6.0,TX-002901,4128.0,287.18,559.88,002901,1.0
ANGLETON ISD,Texas,4808310.0,Brazoria County,48039.0,11.0,11.0,TX-020902,6863.0,440.01,983.72,020902,1.0
ANNA ISD,Texas,4808340.0,Collin County,48085.0,8.0,8.0,TX-043902,3979.0,282.3,574.71,043902,1.0
ANSON ISD,Texas,4808400.0,Jones County,48253.0,3.0,3.0,TX-127901,708.0,72.0,124.46,127901,1.0
ANTHONY ISD,Texas,4808430.0,El Paso County,48141.0,5.0,3.0,TX-071906,787.0,60.01,148.22,071906,0.6
ANTON ISD,Texas,4808460.0,Hockley County,48219.0,2.0,1.0,TX-110901,184.0,21.46,36.27,110901,0.5
APPLE SPRINGS ISD,Texas,4808490.0,Trinity County,48455.0,2.0,2.0,TX-228905,206.0,19.17,38.87,228905,1.0
AQUILLA ISD,Texas,4808520.0,Hill County,48217.0,2.0,2.0,TX-109912,319.0,27.72,49.27,109912,1.0
ARANSAS COUNTY ISD,Texas,4808550.0,Aransas County,48007.0,4.0,4.0,TX-004901,3010.0,217.46,452.82,004901,1.0
ARANSAS PASS ISD,Texas,4808580.0,San Patricio County,48409.0,5.0,5.0,TX-205901,1645.0,109.9,257.11,205901,1.0
ARCHER CITY ISD,Texas,4808610.0,Archer County,48009.0,2.0,2.0,TX-005901,502.0,47.85,93.02,005901,1.0
ARGYLE ISD,Texas,4808670.0,Denton County,48121.0,6.0,5.0,TX-061910,3795.0,258.87,444.1,061910,0.8333333333333334
ARISTOI CLASSICAL ACADEMY,Texas,4800019.0,Harris County,48201.0,3.0,3.0,TX-101803,1072.0,72.69,120.76,101803,1.0
ARLINGTON CLASSICS ACADEMY,Texas,4800158.0,Tarrant County,48439.0,3.0,3.0,TX-220802,1542.0,91.5,149.85,220802,1.0
ARLINGTON ISD,Texas,4808700.0,Tarrant County,48439.0,79.0,78.0,TX-220901,56840.0,4114.71,8169.15,220901,0.9873417721518988
ARP ISD,Texas,4808730.0,Smith County,48423.0,3.0,3.0,TX-212901,876.0,77.22,151.85,212901,1.0
ARROW ACADEMY,Texas,4801416.0,Brazos County,48041.0,4.0,4.0,TX-021805,691.0,44.04,75.21,021805,1.0
ASPERMONT ISD,Texas,4800006.0,Stonewall County,48433.0,2.0,2.0,TX-217901,213.0,20.22,39.99,217901,1.0
ATHENS ISD,Texas,4808870.0,Henderson County,48213.0,5.0,5.0,TX-107901,2982.0,194.16,418.13,107901,1.0
ATLANTA ISD,Texas,4808880.0,Cass County,48067.0,5.0,5.0,TX-034901,1848.0,132.59,329.71,034901,1.0
AUBREY ISD,Texas,4808910.0,Denton County,48121.0,6.0,5.0,TX-061907,2644.0,172.24,300.39,061907,0.8333333333333334
AUSTIN ACHIEVE PUBLIC SCHOOLS,Texas,4801431.0,Travis County,48453.0,3.0,3.0,TX-227825,2183.0,132.24,285.18,227825,1.0
AUSTIN DISCOVERY SCHOOL,Texas,4800265.0,Travis County,48453.0,1.0,1.0,TX-227821,433.0,42.77,56.62,227821,1.0
AUSTIN ISD,Texas,4808940.0,Travis County,48453.0,135.0,126.0,TX-227901,74871.0,5508.22,10945.22,227901,0.9333333333333333
AUSTWELL-TIVOLI ISD,Texas,4809000.0,Refugio County,48391.0,2.0,2.0,TX-196901,137.0,20.17,38.31,196901,1.0
AVALON ISD,Texas,4809030.0,Ellis County,48139.0,1.0,1.0,TX-070901,332.0,28.74,55.86,070901,1.0
AVERY ISD,Texas,4809060.0,Red River County,48387.0,2.0,2.0,TX-194902,322.0,33.49,67.93,194902,1.0
AVINGER ISD,Texas,4809090.0,Cass County,48067.0,1.0,1.0,TX-034902,140.0,17.65,28.38,034902,1.0
AXTELL ISD,Texas,4809150.0,McLennan County,48309.0,6.0,4.0,TX-161918,772.0,75.5,143.22,161918,0.6666666666666666
AZLE ISD,Texas,4809200.0,Tarrant County,48439.0,13.0,12.0,TX-220915,6685.0,446.28,870.1,220915,0.9230769230769231
BAIRD ISD,Texas,4809280.0,Callahan County,48059.0,2.0,2.0,TX-030903,281.0,30.12,57.62,030903,1.0
BALLINGER ISD,Texas,4809300.0,Runnels County,48399.0,5.0,5.0,TX-200901,854.0,79.18,157.42,200901,1.0
BALMORHEA ISD,Texas,4809330.0,Reeves County,48389.0,1.0,1.0,TX-195902,155.0,19.12,38.88,195902,1.0
BANDERA ISD,Texas,4809360.0,Bandera County,48019.0,4.0,4.0,TX-010902,2218.0,148.57,304.44,010902,1.0
BANGS ISD,Texas,4809390.0,Brown County,48049.0,3.0,3.0,TX-025901,837.0,70.61,135.44,025901,1.0
BANQUETE ISD,Texas,4809410.0,Nueces County,48355.0,4.0,3.0,TX-178913,855.0,81.47,140.44,178913,0.75
BARBERS HILL ISD,Texas,4809450.0,Chambers County,48071.0,11.0,9.0,TX-036902,6424.0,477.19,969.85,036902,0.8181818181818182
BARTLETT ISD,Texas,4809540.0,Bell County,48027.0,3.0,1.0,TX-014902,380.0,32.34,63.18,014902,0.3333333333333333
BASIS TEXAS,Texas,4801438.0,Bexar County,48029.0,6.0,6.0,TX-015834,3048.0,192.83,235.0,015834,1.0
BASTROP ISD,Texas,4809570.0,Bastrop County,48021.0,14.0,14.0,TX-011901,11405.0,735.75,1291.1,011901,1.0
BAY CITY ISD,Texas,4809630.0,Matagorda County,48321.0,5.0,5.0,TX-158901,3536.0,239.72,560.62,158901,1.0
BEATRICE MAYES INSTITUTE CHARTER SCHOOL,Texas,4800190.0,Harris County,48201.0,1.0,1.0,TX-101847,470.0,31.87,46.87,101847,1.0
BEAUMONT ISD,Texas,4809670.0,Jefferson County,48245.0,29.0,29.0,TX-123910,17128.0,1139.63,2393.3,123910,1.0
BECKVILLE ISD,Texas,4809690.0,Panola County,48365.0,2.0,2.0,TX-183901,673.0,67.72,107.44,183901,1.0
BEEVILLE ISD,Texas,4809720.0,Bee County,48025.0,7.0,7.0,TX-013901,3157.0,201.7,461.69,013901,1.0
BELLEVUE ISD,Texas,4809750.0,Clay County,48077.0,1.0,1.0,TX-039904,145.0,16.37,31.89,039904,1.0
BELLS ISD,Texas,4809780.0,Grayson County,48181.0,3.0,3.0,TX-091901,868.0,70.22,122.54,091901,1.0
BELLVILLE ISD,Texas,4809810.0,Austin County,48015.0,6.0,6.0,TX-008901,2196.0,171.88,343.85,008901,1.0
BELTON ISD,Texas,4809860.0,Bell County,48027.0,19.0,19.0,TX-014903,12609.0,868.14,1873.34,014903,1.0
BEN BOLT-PALITO BLANCO ISD,Texas,4809870.0,Jim Wells County,48249.0,2.0,2.0,TX-125902,521.0,40.65,76.6,125902,1.0
BENAVIDES ISD,Texas,4899130.0,Duval County,48131.0,2.0,2.0,TX-066901,255.0,25.65,54.37,066901,1.0
BENJAMIN ISD,Texas,4809980.0,Knox County,48275.0,1.0,1.0,TX-138904,131.0,14.83,23.91,138904,1.0
BETA ACADEMY,TEXAS,4801446.0,Harris County,48201.0,2.0,2.0,TX-101870,1205.0,63.73,135.89,101870,1.0
BETTY M CONDRA SCHOOL FOR EDUCATION INNOVATION,TEXAS,4801468.0,Lubbock County,48303.0,1.0,1.0,TX-152806,148.0,14.0,35.78,152806,1.0
BEXAR COUNTY ACADEMY,Texas,4800077.0,Bexar County,48029.0,1.0,1.0,TX-015809,274.0,29.55,58.54,015809,1.0
BIG SANDY ISD,Texas,4810140.0,Upshur County,48459.0,3.0,3.0,TX-230901,643.0,62.45,119.33,230901,1.0
BIG SANDY ISD,Texas,4810170.0,Polk County,48373.0,1.0,1.0,TX-187901,496.0,42.72,79.7,187901,1.0
BIG SPRING ISD,Texas,4810200.0,Howard County,48227.0,9.0,9.0,TX-114901,3698.0,268.91,566.4,114901,1.0
BIG SPRINGS CHARTER SCHOOL,Texas,4800227.0,Real County,48385.0,2.0,2.0,TX-193801,235.0,21.91,49.14,193801,1.0
BIRDVILLE ISD,Texas,4810230.0,Tarrant County,48439.0,35.0,34.0,TX-220902,22736.0,1548.05,3019.96,220902,0.9714285714285714
BISHOP CISD,Texas,4810260.0,Nueces County,48355.0,6.0,5.0,TX-178902,1556.0,110.24,197.33,178902,0.8333333333333334
BLACKWELL CISD,Texas,4800005.0,Nolan County,48353.0,2.0,1.0,TX-177903,168.0,22.18,42.62,177903,0.5
BLANCO ISD,Texas,4810320.0,Blanco County,48031.0,3.0,3.0,TX-016902,1011.0,80.78,154.37,016902,1.0
BLAND ISD,Texas,4810350.0,Hunt County,48231.0,3.0,3.0,TX-116915,724.0,62.01,115.84,116915,1.0
BLANKET ISD,Texas,4810380.0,Brown County,48049.0,1.0,1.0,TX-025904,143.0,18.23,31.58,025904,1.0
BLOOM ACADEMY CHARTER SCHOOL,TEXAS,4801466.0,Harris County,48201.0,1.0,1.0,TX-101875,93.0,3.0,8.96,101875,1.0
BLOOMBURG ISD,Texas,4810440.0,Cass County,48067.0,1.0,1.0,TX-034909,250.0,23.92,50.16,034909,1.0
BLOOMING GROVE ISD,Texas,4810470.0,Navarro County,48349.0,3.0,3.0,TX-175902,897.0,74.96,141.11,175902,1.0
BLOOMINGTON ISD,Texas,4810500.0,Victoria County,48469.0,5.0,5.0,TX-235901,887.0,63.01,151.27,235901,1.0
BLUE RIDGE ISD,Texas,4810590.0,Collin County,48085.0,4.0,3.0,TX-043917,888.0,67.29,123.97,043917,0.75
BLUFF DALE ISD,Texas,4810620.0,Erath County,48143.0,1.0,1.0,TX-072904,224.0,19.84,38.97,072904,1.0
BLUM ISD,Texas,4810650.0,Hill County,48217.0,2.0,1.0,TX-109913,365.0,29.86,58.01,109913,0.5
BOB HOPE SCHOOL,Texas,4801410.0,Jefferson County,48245.0,4.0,4.0,TX-123807,2385.0,125.9,286.58,123807,1.0
BOERNE ISD,Texas,4810710.0,Kendall County,48259.0,13.0,13.0,TX-130901,9617.0,631.24,1198.13,130901,1.0
BOLES ISD,Texas,4810740.0,Hunt County,48231.0,3.0,3.0,TX-116916,497.0,47.53,103.51,116916,1.0
BOLING ISD,Texas,4810780.0,Wharton County,48481.0,3.0,3.0,TX-241901,1101.0,72.0,145.04,241901,1.0
BONHAM ISD,Texas,4810800.0,Fannin County,48147.0,5.0,5.0,TX-074903,1796.0,138.24,322.91,074903,1.0
BOOKER ISD,Texas,4810830.0,Lipscomb County,48295.0,2.0,2.0,TX-148901,362.0,39.73,72.58,148901,1.0
BORDEN COUNTY ISD,Texas,4810860.0,Borden County,48033.0,2.0,1.0,TX-017901,231.0,21.87,51.3,017901,0.5
BORGER ISD,Texas,4810890.0,Hutchinson County,48233.0,6.0,6.0,TX-117901,2472.0,194.8,453.08,117901,1.0
BOSQUEVILLE ISD,Texas,4810910.0,McLennan County,48309.0,4.0,3.0,TX-161923,729.0,59.79,109.93,161923,0.75
BOVINA ISD,Texas,4810950.0,Parmer County,48369.0,3.0,3.0,TX-185901,465.0,44.47,87.46,185901,1.0
BOWIE ISD,Texas,4810990.0,Montague County,48337.0,3.0,3.0,TX-169901,1693.0,125.73,252.2,169901,1.0
BOYD ISD,Texas,4811010.0,Wise County,48497.0,4.0,4.0,TX-249902,1267.0,93.34,175.43,249902,1.0
BOYS RANCH ISD,Texas,4811040.0,Oldham County,48359.0,3.0,3.0,TX-180901,206.0,55.62,86.72,180901,1.0
BRACKETT ISD,Texas,4811070.0,Kinney County,48271.0,3.0,3.0,TX-136901,519.0,58.88,113.54,136901,1.0
BRADY ISD,Texas,4811110.0,McCulloch County,48307.0,3.0,3.0,TX-160901,991.0,88.3,187.1,160901,1.0
BRAZOS ISD,Texas,4844470.0,Austin County,48015.0,4.0,3.0,TX-008903,795.0,64.43,128.53,008903,0.75
BRAZOS RIVER CHARTER SCHOOL,Texas,4800214.0,Somervell County,48425.0,1.0,1.0,TX-213801,207.0,19.32,38.98,213801,1.0
BRAZOS SCHOOL FOR INQUIRY & CREATIVITY,Texas,4800086.0,Brazos County,48041.0,2.0,2.0,TX-021803,327.0,29.21,55.05,021803,1.0
BRAZOSPORT ISD,Texas,4811190.0,Brazoria County,48039.0,20.0,19.0,TX-020905,11424.0,874.71,1842.33,020905,0.95
BRECKENRIDGE ISD,Texas,4811220.0,Stephens County,48429.0,4.0,4.0,TX-215901,1402.0,99.87,229.69,215901,1.0
BREMOND ISD,Texas,4811250.0,Robertson County,48395.0,3.0,3.0,TX-198901,494.0,41.88,78.81,198901,1.0
BRENHAM ISD,Texas,4811280.0,Washington County,48477.0,7.0,7.0,TX-239901,4944.0,377.9,707.65,239901,1.0
BRIDGE CITY ISD,Texas,4811310.0,Orange County,48361.0,4.0,4.0,TX-181901,3028.0,191.4,367.44,181901,1.0
BRIDGEPORT ISD,Texas,4811340.0,Wise County,48497.0,4.0,4.0,TX-249903,2051.0,163.61,333.09,249903,1.0
BRIDGEWAY PREPARATORY ACADEMY,TEXAS,4801462.0,Dallas County,48113.0,1.0,1.0,TX-057851,101.0,9.0,12.78,057851,1.0
BRILLANTE ACADEMY,TEXAS,4801475.0,Hidalgo County,48215.0,1.0,0.0,TX-108810,0.0,0.0,0.0,108810,0.0
BROADDUS ISD,Texas,4811430.0,San Augustine County,48405.0,2.0,2.0,TX-203902,351.0,35.73,70.64,203902,1.0
BROCK ISD,Texas,4811460.0,Parker County,48367.0,4.0,4.0,TX-184909,1765.0,129.07,219.38,184909,1.0
BRONTE ISD,Texas,4811490.0,Coke County,48081.0,1.0,1.0,TX-041901,240.0,28.0,47.18,041901,1.0
BROOKELAND ISD,Texas,4811520.0,Sabine County,48403.0,2.0,2.0,TX-121902,368.0,37.92,69.42,121902,1.0
BROOKESMITH ISD,Texas,4811550.0,Brown County,48049.0,4.0,4.0,TX-025908,158.0,18.0,33.95,025908,1.0
BROOKS ACADEMIES OF TEXAS,Texas,4800268.0,Bexar County,48029.0,4.0,4.0,TX-015830,3079.0,195.92,396.41,015830,1.0
BROOKS COUNTY ISD,Texas,4811580.0,Brooks County,48047.0,5.0,5.0,TX-024901,1438.0,102.61,214.46,024901,1.0
BROWNFIELD ISD,Texas,4811610.0,Terry County,48445.0,6.0,5.0,TX-223901,1598.0,125.57,288.66,223901,0.8333333333333334
BROWNSBORO ISD,Texas,4811640.0,Henderson County,48213.0,6.0,6.0,TX-107902,2593.0,193.96,401.71,107902,1.0
BROWNSVILLE ISD,Texas,4811680.0,Cameron County,48061.0,57.0,56.0,TX-031901,40765.0,2753.73,6265.69,031901,0.9824561403508771
BROWNWOOD ISD,Texas,4811700.0,Brown County,48049.0,7.0,7.0,TX-025902,3439.0,256.96,486.37,025902,1.0
BRUCEVILLE-EDDY ISD,Texas,4811730.0,McLennan County,48309.0,7.0,6.0,TX-161919,614.0,66.15,132.9,161919,0.8571428571428571
BRYAN ISD,Texas,4811790.0,Brazos County,48041.0,25.0,25.0,TX-021902,15761.0,1198.97,2619.49,021902,1.0
BRYSON ISD,Texas,4811820.0,Jack County,48237.0,1.0,1.0,TX-119901,260.0,21.13,41.32,119901,1.0
BUCKHOLTS ISD,Texas,4811850.0,Milam County,48331.0,1.0,1.0,TX-166907,141.0,13.73,30.57,166907,1.0
BUENA VISTA ISD,Texas,4811910.0,Pecos County,48371.0,1.0,1.0,TX-186901,240.0,19.95,33.0,186901,1.0
BUFFALO ISD,Texas,4811990.0,Leon County,48289.0,3.0,3.0,TX-145901,947.0,79.8,155.68,145901,1.0
BULLARD ISD,Texas,4812060.0,Cherokee County,48073.0,6.0,6.0,TX-212902,2675.0,204.38,396.42,212902,1.0
BUNA ISD,Texas,4812090.0,Jasper County,48241.0,3.0,3.0,TX-121903,1492.0,121.96,274.09,121903,1.0
BURKBURNETT ISD,Texas,4812120.0,Wichita County,48485.0,7.0,7.0,TX-243901,3199.0,255.64,486.61,243901,1.0
BURKEVILLE ISD,Texas,4812150.0,Newton County,48351.0,1.0,1.0,TX-176901,269.0,25.73,55.04,176901,1.0
BURLESON ISD,Texas,4812180.0,Johnson County,48251.0,20.0,18.0,TX-126902,12547.0,813.31,1587.08,126902,0.9
BURNET CISD,Texas,4812220.0,Burnet County,48053.0,6.0,6.0,TX-027903,3113.0,217.48,477.51,027903,1.0
BURNHAM WOOD CHARTER SCHOOL DISTRICT,Texas,4800037.0,El Paso County,48141.0,3.0,3.0,TX-071801,1252.0,70.57,142.86,071801,1.0
BURTON ISD,Texas,4812240.0,Washington County,48477.0,2.0,2.0,TX-239903,481.0,44.99,81.83,239903,1.0
BUSHLAND ISD,Texas,4835570.0,Potter County,48375.0,3.0,3.0,TX-188904,1448.0,118.91,193.07,188904,1.0
BYNUM ISD,Texas,4812360.0,Hill County,48217.0,2.0,1.0,TX-109902,195.0,21.5,40.5,109902,0.5
CADDO MILLS ISD,Texas,4812390.0,Hunt County,48231.0,4.0,4.0,TX-116901,1992.0,149.36,278.63,116901,1.0
CALALLEN ISD,Texas,4812420.0,Nueces County,48355.0,6.0,6.0,TX-178903,3956.0,283.24,589.74,178903,1.0
CALDWELL ISD,Texas,4812460.0,Burleson County,48051.0,5.0,4.0,TX-026901,1708.0,135.43,279.93,026901,0.8
CALHOUN COUNTY ISD,Texas,4812480.0,Calhoun County,48057.0,7.0,7.0,TX-029901,3681.0,261.06,548.03,029901,1.0
CALLISBURG ISD,Texas,4812510.0,Cooke County,48097.0,4.0,4.0,TX-049905,1131.0,83.29,146.03,049905,1.0
CALVERT ISD,Texas,4812540.0,Robertson County,48395.0,1.0,1.0,TX-198902,143.0,17.81,33.8,198902,1.0
CALVIN NELMS CHARTER SCHOOLS,Texas,4800124.0,Harris County,48201.0,2.0,2.0,TX-101837,300.0,17.24,26.33,101837,1.0
CAMERON ISD,Texas,4812640.0,Milam County,48331.0,4.0,4.0,TX-166901,1631.0,121.73,249.94,166901,1.0
CAMPBELL ISD,Texas,4812660.0,Hunt County,48231.0,2.0,2.0,TX-116910,287.0,27.9,58.65,116910,1.0
CANADIAN ISD,Texas,4812700.0,Hemphill County,48211.0,4.0,4.0,TX-106901,877.0,85.34,150.91,106901,1.0
CANTON ISD,Texas,4812750.0,Van Zandt County,48467.0,4.0,4.0,TX-234902,2134.0,154.62,255.71,234902,1.0
CANUTILLO ISD,Texas,4812780.0,El Paso County,48141.0,11.0,10.0,TX-071907,6035.0,419.87,924.15,071907,0.9090909090909091
CANYON ISD,Texas,4812810.0,Randall County,48381.0,19.0,17.0,TX-191901,10324.0,639.55,1223.03,191901,0.8947368421052632
CARLISLE ISD,Texas,4812870.0,Rusk County,48401.0,1.0,1.0,TX-201913,612.0,59.54,118.54,201913,1.0
CARRIZO SPRINGS CISD,Texas,4812990.0,Dimmit County,48127.0,4.0,4.0,TX-064903,2066.0,149.42,352.76,064903,1.0
CARROLL ISD,Texas,4813020.0,Tarrant County,48439.0,12.0,11.0,TX-220919,8324.0,578.39,1076.18,220919,0.9166666666666666
CARROLLTON-FARMERS BRANCH ISD,Texas,4813050.0,Dallas County,48113.0,41.0,39.0,TX-057903,24858.0,1696.16,3357.62,057903,0.9512195121951219
CARTHAGE ISD,Texas,4813110.0,Panola County,48365.0,5.0,5.0,TX-183902,2653.0,185.98,322.83,183902,1.0
CASTLEBERRY ISD,Texas,4813170.0,Tarrant County,48439.0,8.0,7.0,TX-220917,3617.0,234.0,518.65,220917,0.875
CAYUGA ISD,Texas,4813200.0,Anderson County,48001.0,3.0,3.0,TX-001902,535.0,47.56,121.05,001902,1.0
CEDAR HILL ISD,Texas,4813230.0,Dallas County,48113.0,13.0,13.0,TX-057904,7253.0,458.14,879.82,057904,1.0
CEDARS INTERNATIONAL ACADEMY,Texas,4800232.0,Travis County,48453.0,2.0,2.0,TX-227817,496.0,38.83,68.36,227817,1.0
CELESTE ISD,Texas,4813260.0,Hunt County,48231.0,3.0,3.0,TX-116902,494.0,46.18,90.06,116902,1.0
CELINA ISD,Texas,4813290.0,Collin County,48085.0,6.0,5.0,TX-043903,2962.0,198.12,399.63,043903,0.8333333333333334
CENTER ISD,Texas,4813320.0,Shelby County,48419.0,5.0,5.0,TX-210901,2477.0,204.12,398.51,210901,1.0
CENTER POINT ISD,Texas,4813350.0,Kerr County,48265.0,4.0,4.0,TX-133901,534.0,43.51,98.5,133901,1.0
CENTERVILLE ISD,Texas,4813410.0,Leon County,48289.0,2.0,2.0,TX-145902,646.0,62.21,116.62,145902,1.0
CENTERVILLE ISD,Texas,4813380.0,Trinity County,48455.0,1.0,1.0,TX-228904,139.0,17.0,31.47,228904,1.0
CENTRAL HEIGHTS ISD,Texas,4813440.0,Nacogdoches County,48347.0,3.0,3.0,TX-174908,1131.0,92.93,191.48,174908,1.0
CENTRAL ISD,Texas,4813500.0,Angelina County,48005.0,4.0,4.0,TX-003907,1445.0,117.41,244.78,003907,1.0
CHANNELVIEW ISD,Texas,4813590.0,Harris County,48201.0,13.0,12.0,TX-101905,9572.0,572.53,1332.98,101905,0.9230769230769231
CHANNING ISD,Texas,4813620.0,Hartley County,48205.0,1.0,1.0,TX-103901,168.0,18.0,31.64,103901,1.0
CHAPARRAL STAR ACADEMY,Texas,4800064.0,Travis County,48453.0,1.0,1.0,TX-227814,370.0,26.82,32.0,227814,1.0
CHAPEL HILL ACADEMY,Texas,4801407.0,Tarrant County,48439.0,1.0,1.0,TX-220815,763.0,53.71,82.78,220815,1.0
CHAPEL HILL ISD,Texas,4813650.0,Smith County,48423.0,5.0,5.0,TX-212909,3416.0,254.69,539.31,212909,1.0
CHAPEL HILL ISD,Texas,4813680.0,Titus County,48449.0,3.0,3.0,TX-225906,992.0,83.19,159.28,225906,1.0
CHARLOTTE ISD,Texas,4813710.0,Atascosa County,48013.0,5.0,3.0,TX-007901,419.0,46.49,90.36,007901,0.6
CHEROKEE ISD,Texas,4813740.0,San Saba County,48411.0,1.0,1.0,TX-206903,131.0,17.76,28.61,206903,1.0
CHESTER ISD,Texas,4813770.0,Tyler County,48457.0,2.0,2.0,TX-229906,211.0,22.07,39.14,229906,1.0
CHICO ISD,Texas,4813800.0,Wise County,48497.0,3.0,3.0,TX-249904,588.0,51.49,92.02,249904,1.0
CHILDRESS ISD,Texas,4813860.0,Childress County,48075.0,3.0,3.0,TX-038901,997.0,90.36,179.87,038901,1.0
CHILLICOTHE ISD,Texas,4813890.0,Hardeman County,48197.0,1.0,1.0,TX-099902,207.0,21.17,43.08,099902,1.0
CHILTON ISD,Texas,4813920.0,Falls County,48145.0,1.0,1.0,TX-073901,529.0,38.2,84.61,073901,1.0
CHINA SPRING ISD,Texas,4813960.0,McLennan County,48309.0,6.0,5.0,TX-161920,2870.0,208.98,392.88,161920,0.8333333333333334
CHIRENO ISD,Texas,4813980.0,Nacogdoches County,48347.0,3.0,2.0,TX-174901,394.0,33.98,55.99,174901,0.6666666666666666
CHISUM ISD,Texas,4800012.0,Lamar County,48277.0,3.0,3.0,TX-139905,1062.0,91.21,159.8,139905,1.0
