ELSI Export

National Center for Education Statistics - http://nces.ed.gov/ccd/elsi/

This is a District based table with the following filters applied: State(s) (All Years): TEXAS

Agency Name,State Name [District] Latest available year,Agency ID - NCES Assigned [District] Latest available year,County Name [District] 2020-21,County Number [District] 2020-21,Total Number Operational Schools [Public School] 2020-21,Total Number of Public Schools [Public School] 2020-21,State Agency ID [District] 2020-21,Total Students All Grades (Excludes AE) [District] 2020-21,Full-Time Equivalent (FTE) Teachers [District] 2020-21,Total Staff [District] 2020-21,Locale [District] 2020-21
MARTINS MILL ISD,Texas,4829220,Van Zandt County,48467,2,3,TX-234905,457,43.57,78.88,42-Rural: Distant
MARTINSVILLE ISD,Texas,4829250,Nacogdoches County,48347,1,1,TX-174909,341,32.91,58.18,43-Rural: Remote
MASON ISD,Texas,4829280,Mason County,48319,3,3,TX-157901,716,70.87,121.57,43-Rural: Remote
MATAGORDA ISD,Texas,4829370,Matagorda County,48321,1,1,TX-158904,106,11.00,22.01,43-Rural: Remote
MATHIS ISD,Texas,4829400,San Patricio County,48409,4,4,TX-205904,1504,106.79,252.15,32-Town: Distant
MAUD ISD,Texas,4829460,Bowie County,48037,1,1,TX-019903,478,38.75,75.86,42-Rural: Distant
MAY ISD,Texas,4829520,Brown County,48049,2,2,TX-025905,253,27.01,48.86,43-Rural: Remote
MAYPEARL ISD,Texas,4829580,Ellis County,48139,4,4,TX-070915,1161,79.52,166.77,42-Rural: Distant
MCALLEN ISD,Texas,4829670,Hidalgo County,48215,32,33,TX-108906,21602,1547.44,3334.68,12-City: Mid-size
MCCAMEY ISD,Texas,4829700,Upton County,48461,3,3,TX-231901,494,44.37,102.80,43-Rural: Remote
MCDADE ISD,Texas,4829760,Bastrop County,48021,2,3,TX-011905,334,32.73,66.31,42-Rural: Distant
MCGREGOR ISD,Texas,4829820,McLennan County,48309,4,5,TX-161909,1478,110.83,247.24,31-Town: Fringe
MCKINNEY ISD,Texas,4829850,Collin County,48085,32,33,TX-043907,23398,1642.76,2762.98,22-Suburb: Mid-size
MCLEAN ISD,Texas,4829880,Gray County,48179,1,1,TX-090903,201,20.50,39.34,43-Rural: Remote
MCLEOD ISD,Texas,4829910,Cass County,48067,3,3,TX-034906,396,35.89,65.25,42-Rural: Distant
MCMULLEN COUNTY ISD,Texas,4829940,McMullen County,48311,1,1,TX-162904,267,25.53,51.54,43-Rural: Remote
MEADOW ISD,Texas,4830000,Terry County,48445,1,1,TX-223902,265,31.65,51.11,42-Rural: Distant
MEADOWLAND CHARTER DISTRICT,Texas,4801404,Kendall County,48259,2,2,TX-130801,82,11.35,23.00,41-Rural: Fringe
MEDINA ISD,Texas,4830030,Bandera County,48019,1,1,TX-010901,274,33.45,73.75,43-Rural: Remote
MEDINA VALLEY ISD,Texas,4830060,Medina County,48325,7,9,TX-163908,6134,388.16,820.20,41-Rural: Fringe
MELISSA ISD,Texas,4830120,Collin County,48085,5,6,TX-043908,4104,256.24,448.20,22-Suburb: Mid-size
MEMPHIS ISD,Texas,4830180,Hall County,48191,4,4,TX-096904,443,43.87,110.34,43-Rural: Remote
MENARD ISD,Texas,4830210,Menard County,48327,2,2,TX-164901,279,27.00,63.00,43-Rural: Remote
MERCEDES ISD,Texas,4830250,Hidalgo County,48215,12,12,TX-108907,4681,325.50,725.97,21-Suburb: Large
MERIDIAN ISD,Texas,4830300,Bosque County,48035,2,2,TX-018902,418,44.27,94.70,43-Rural: Remote
MERIDIAN WORLD SCHOOL LLC,Texas,4801422,Williamson County,48491,1,1,TX-246801,1682,110.06,203.68,12-City: Mid-size
MERKEL ISD,Texas,4830340,Taylor County,48441,3,4,TX-221904,1097,100.31,179.51,42-Rural: Distant
MESQUITE ISD,Texas,4830390,Dallas County,48113,50,50,TX-057914,38527,2629.14,5319.98,21-Suburb: Large
MEXIA ISD,Texas,4830420,Limestone County,48293,5,5,TX-147903,1844,151.99,330.66,33-Town: Remote
MEYERPARK ELEMENTARY,Texas,4800262,Harris County,48201,1,1,TX-101855,260,16.63,29.95,11-City: Large
MEYERSVILLE ISD,Texas,4830450,DeWitt County,48123,1,1,TX-062906,166,11.64,24.03,42-Rural: Distant
MIAMI ISD,Texas,4830480,Roberts County,48393,1,1,TX-197902,195,22.08,39.69,43-Rural: Remote
MIDLAND ACADEMY CHARTER SCHOOL,Texas,4800148,Midland County,48329,1,1,TX-165802,370,29.00,44.96,12-City: Mid-size
MIDLAND ISD,Texas,4830570,Midland County,48329,41,41,TX-165901,25579,1661.17,3012.56,12-City: Mid-size
MIDLOTHIAN ISD,Texas,4830600,Ellis County,48139,12,13,TX-070908,9838,614.21,1186.08,21-Suburb: Large
MIDWAY ISD,Texas,4830660,Clay County,48077,1,1,TX-039905,132,17.76,30.80,42-Rural: Distant
MIDWAY ISD,Texas,4830640,McLennan County,48309,10,11,TX-161903,8253,548.37,1110.25,22-Suburb: Mid-size
MILANO ISD,Texas,4830690,Milam County,48331,3,3,TX-166903,396,39.89,76.64,42-Rural: Distant
MILDRED ISD,Texas,4830720,Navarro County,48349,2,2,TX-175910,755,56.29,109.35,42-Rural: Distant
MILES ISD,Texas,4830750,Runnels County,48399,3,4,TX-200902,468,40.81,76.99,42-Rural: Distant
MILFORD ISD,Texas,4830780,Ellis County,48139,1,1,TX-070909,245,24.58,44.63,42-Rural: Distant
MILLER GROVE ISD,Texas,4830810,Hopkins County,48223,1,1,TX-112907,306,30.08,51.00,43-Rural: Remote
MILLSAP ISD,Texas,4830870,Parker County,48367,3,3,TX-184904,1029,83.46,163.24,42-Rural: Distant
MINEOLA ISD,Texas,4830930,Wood County,48499,4,4,TX-250903,1591,139.36,276.55,32-Town: Distant
MINERAL WELLS ISD,Texas,4830950,Palo Pinto County,48363,4,4,TX-182903,3116,232.35,496.24,32-Town: Distant
MISSION CISD,Texas,4831040,Hidalgo County,48215,23,24,TX-108908,15044,976.84,2213.47,13-City: Small
MONAHANS-WICKETT-PYOTE ISD,Texas,4831170,Ward County,48475,6,6,TX-238902,2103,148.32,349.08,32-Town: Distant
MONTAGUE ISD,Texas,4831200,Montague County,48337,1,1,TX-169908,151,12.43,22.20,42-Rural: Distant
MONTE ALTO ISD,Texas,4831230,Hidalgo County,48215,3,4,TX-108915,891,65.82,135.56,41-Rural: Fringe
MONTESSORI FOR ALL,Texas,4801442,Travis County,48453,1,1,TX-227826,479,26.74,60.48,11-City: Large
MONTGOMERY ISD,Texas,4831260,Montgomery County,48339,10,11,TX-170903,8920,594.82,1049.46,41-Rural: Fringe
MOODY ISD,Texas,4831290,McLennan County,48309,4,5,TX-161910,666,61.90,113.54,42-Rural: Distant
MORAN ISD,Texas,4831320,Shackelford County,48417,1,1,TX-209902,118,13.26,24.07,43-Rural: Remote
MORGAN ISD,Texas,4831380,Bosque County,48035,1,1,TX-018903,136,15.34,26.74,43-Rural: Remote
MORGAN MILL ISD,Texas,4831410,Erath County,48143,1,1,TX-072910,129,11.32,18.67,43-Rural: Remote
MORTON ISD,Texas,4831470,Cochran County,48079,1,1,TX-040901,374,38.44,77.01,43-Rural: Remote
MOTLEY COUNTY ISD,Texas,4831500,Motley County,48345,1,1,TX-173901,167,16.19,40.89,43-Rural: Remote
MOULTON ISD,Texas,4831560,Lavaca County,48285,2,3,TX-143902,286,26.92,47.81,43-Rural: Remote
MOUNT CALM ISD,Texas,4831620,Hill County,48217,2,2,TX-109910,184,18.46,35.07,42-Rural: Distant
MOUNT ENTERPRISE ISD,Texas,4831650,Rusk County,48401,2,2,TX-201907,403,39.89,69.98,43-Rural: Remote
MOUNT PLEASANT ISD,Texas,4831760,Titus County,48449,9,9,TX-225902,5306,406.34,832.97,33-Town: Remote
MOUNT VERNON ISD,Texas,4831770,Franklin County,48159,3,3,TX-080901,1478,121.42,230.01,33-Town: Remote
MUENSTER ISD,Texas,4831860,Cooke County,48097,2,2,TX-049902,524,43.60,68.49,43-Rural: Remote
MULESHOE ISD,Texas,4831890,Bailey County,48017,4,4,TX-009901,1337,113.54,219.96,33-Town: Remote
MULLIN ISD,Texas,4831920,Mills County,48333,5,5,TX-167902,217,33.63,72.41,33-Town: Remote
MUMFORD ISD,Texas,4831950,Robertson County,48395,2,2,TX-198906,615,39.99,72.81,42-Rural: Distant
MUNDAY CISD,Texas,4831970,Knox County,48275,2,2,TX-138903,396,41.44,76.36,43-Rural: Remote
MURCHISON ISD,Texas,4832010,Henderson County,48213,1,1,TX-107908,168,16.57,32.70,42-Rural: Distant
NACOGDOCHES ISD,Texas,4832090,Nacogdoches County,48347,11,11,TX-174904,5940,453.96,1013.58,33-Town: Remote
NATALIA ISD,Texas,4832130,Medina County,48325,4,4,TX-163903,1024,79.99,179.65,41-Rural: Fringe
NAVARRO ISD,Texas,4832160,Guadalupe County,48187,4,4,TX-094903,1849,133.44,255.58,41-Rural: Fringe
NAVASOTA ISD,Texas,4832190,Grimes County,48185,6,6,TX-093904,2847,251.99,443.27,32-Town: Distant
NAZARETH ISD,Texas,4832220,Castro County,48069,1,1,TX-035903,250,19.70,35.99,43-Rural: Remote
NECHES ISD,Texas,4832250,Anderson County,48001,2,2,TX-001906,339,35.48,65.40,42-Rural: Distant
NEDERLAND ISD,Texas,4832280,Jefferson County,48245,8,9,TX-123905,5022,366.06,674.28,22-Suburb: Mid-size
NEEDVILLE ISD,Texas,4832310,Fort Bend County,48157,4,5,TX-079906,3306,217.04,395.02,41-Rural: Fringe
NEW BOSTON ISD,Texas,4832340,Bowie County,48037,4,4,TX-019905,1174,119.52,242.71,32-Town: Distant
NEW BRAUNFELS ISD,Texas,4832370,Comal County,48091,16,16,TX-046901,9282,578.16,1131.23,13-City: Small
NEW CANEY ISD,Texas,4832400,Montgomery County,48339,20,21,TX-170908,16274,1050.05,2222.17,21-Suburb: Large
NEW DEAL ISD,Texas,4832430,Lubbock County,48303,4,5,TX-152902,754,58.14,105.44,41-Rural: Fringe
NEW DIANA ISD,Texas,4832460,Upshur County,48459,3,3,TX-230906,1175,92.59,168.34,42-Rural: Distant
NEW FRONTIERS PUBLIC SCHOOLS INC,Texas,4800061,Bexar County,48029,2,2,TX-015805,485,39.98,72.85,11-City: Large
NEW HOME ISD,Texas,4832490,Lynn County,48305,1,1,TX-153905,575,47.00,74.88,42-Rural: Distant
NEW SUMMERFIELD ISD,Texas,4832610,Cherokee County,48073,1,1,TX-037908,529,45.73,100.76,42-Rural: Distant
NEW WAVERLY ISD,Texas,4832640,Walker County,48471,4,4,TX-236901,1038,82.67,154.57,41-Rural: Fringe
NEWCASTLE ISD,Texas,4832700,Young County,48503,1,1,TX-252902,210,21.90,39.33,42-Rural: Distant
NEWMAN INTERNATIONAL ACADEMY OF ARLINGTON,Texas,4801421,Tarrant County,48439,6,6,TX-220817,3059,270.44,430.56,11-City: Large
NEWTON ISD,Texas,4832730,Newton County,48351,3,3,TX-176902,969,91.62,189.68,43-Rural: Remote
NIXON-SMILEY CISD,Texas,4832740,Gonzales County,48177,5,5,TX-089903,1015,88.14,209.33,43-Rural: Remote
NOCONA ISD,Texas,4832790,Montague County,48337,3,3,TX-169902,805,74.11,150.00,33-Town: Remote
NORDHEIM ISD,Texas,4832880,DeWitt County,48123,1,2,TX-062902,144,16.60,28.55,43-Rural: Remote
NORMANGEE ISD,Texas,4832910,Leon County,48289,3,3,TX-145906,595,50.13,99.35,43-Rural: Remote
NORTH EAST ISD,Texas,4832940,Bexar County,48029,75,75,TX-015910,60483,4224.64,8516.79,11-City: Large
NORTH HOPKINS ISD,Texas,4832970,Hopkins County,48223,2,2,TX-112906,555,46.85,93.30,42-Rural: Distant
NORTH LAMAR ISD,Texas,4833010,Lamar County,48277,6,6,TX-139911,2361,208.25,439.25,41-Rural: Fringe
NORTH TEXAS COLLEGIATE ACADEMY,Texas,4800187,Denton County,48121,3,3,TX-061802,633,46.21,63.79,21-Suburb: Large
NORTH ZULCH ISD,Texas,4833030,Madison County,48313,1,1,TX-154903,300,30.10,53.65,42-Rural: Distant
NORTHSIDE ISD,Texas,4833120,Bexar County,48029,121,130,TX-015915,103151,6844.94,13307.78,11-City: Large
NORTHSIDE ISD,Texas,4833090,Wilbarger County,48487,1,1,TX-244905,238,17.89,28.68,42-Rural: Distant
NORTHWEST ISD,Texas,4833180,Denton County,48121,30,34,TX-061911,25383,1728.82,2701.93,41-Rural: Fringe
NOVA ACADEMY,Texas,4800072,Dallas County,48113,1,1,TX-057809,122,9.90,18.96,11-City: Large
NOVA ACADEMY SOUTHEAST,Texas,4800201,Dallas County,48113,2,2,TX-057827,613,41.68,72.79,11-City: Large
NUECES CANYON CISD,Texas,4833240,Edwards County,48137,2,2,TX-069902,260,26.68,52.65,43-Rural: Remote
NURSERY ISD,Texas,4833270,Victoria County,48469,1,1,TX-235904,141,14.00,24.90,41-Rural: Fringe
NYOS CHARTER SCHOOL,Texas,4800058,Travis County,48453,2,2,TX-227804,1077,91.86,142.31,11-City: Large
O'DONNELL ISD,Texas,4833390,Lynn County,48305,1,1,TX-153903,298,36.04,64.01,43-Rural: Remote
OAKWOOD ISD,Texas,4833340,Leon County,48289,2,2,TX-145907,192,20.91,43.40,43-Rural: Remote
ODEM-EDROY ISD,Texas,4833360,San Patricio County,48409,4,4,TX-205905,846,73.61,157.91,31-Town: Fringe
ODYSSEY ACADEMY INC,Texas,4800108,Galveston County,48167,2,2,TX-084802,1397,92.82,193.39,31-Town: Fringe
OGLESBY ISD,Texas,4833420,Coryell County,48099,1,1,TX-050904,185,19.61,34.38,42-Rural: Distant
OLFEN ISD,Texas,4833570,Runnels County,48399,3,4,TX-200906,142,14.84,25.25,42-Rural: Distant
OLNEY ISD,Texas,4833630,Young County,48503,3,3,TX-252903,707,75.62,140.41,32-Town: Distant
OLTON ISD,Texas,4833660,Lamb County,48279,3,3,TX-140905,596,54.56,108.90,43-Rural: Remote
ONALASKA ISD,Texas,4833690,Polk County,48373,2,2,TX-187910,1180,87.44,182.39,32-Town: Distant
ORANGE GROVE ISD,Texas,4833720,Jim Wells County,48249,4,4,TX-125903,1714,121.99,246.31,42-Rural: Distant
ORANGEFIELD ISD,Texas,4833780,Orange County,48361,3,3,TX-181905,1791,132.33,255.81,41-Rural: Fringe
ORE CITY ISD,Texas,4833840,Upshur County,48459,3,3,TX-230903,928,80.68,159.43,42-Rural: Distant
ORENDA CHARTER SCHOOL,Texas,4800235,Williamson County,48491,5,5,TX-014804,1848,108.72,176.42,41-Rural: Fringe
OVERTON ISD,Texas,4833870,Rusk County,48401,2,2,TX-201908,477,49.07,93.88,42-Rural: Distant
PADUCAH ISD,Texas,4833900,Cottle County,48101,1,1,TX-051901,183,20.49,37.31,43-Rural: Remote
PAINT CREEK ISD,Texas,4833960,Haskell County,48207,1,1,TX-104907,91,16.24,29.62,42-Rural: Distant
PAINT ROCK ISD,Texas,4833980,Concho County,48095,4,6,TX-048903,237,23.61,43.40,43-Rural: Remote
PALACIOS ISD,Texas,4834020,Matagorda County,48321,4,4,TX-158905,1316,96.86,202.21,33-Town: Remote
PALESTINE ISD,Texas,4834050,Anderson County,48001,6,6,TX-001907,3400,261.55,545.79,32-Town: Distant
PALMER ISD,Texas,4834110,Ellis County,48139,3,3,TX-070910,1246,88.99,179.07,41-Rural: Fringe
PALO PINTO ISD,Texas,4834140,Palo Pinto County,48363,1,1,TX-182906,84,10.71,17.89,42-Rural: Distant
PAMPA ISD,Texas,4834170,Gray County,48179,6,6,TX-090904,3506,235.36,514.80,33-Town: Remote
PANHANDLE ISD,Texas,4834230,Carson County,48065,3,3,TX-033902,669,58.21,110.65,42-Rural: Distant
PANOLA CHARTER SCHOOL,Texas,4800213,Panola County,48365,3,3,TX-183801,191,6.00,17.25,32-Town: Distant
PANTHER CREEK CISD,Texas,4800007,Coleman County,48083,1,1,TX-042905,156,18.11,32.83,43-Rural: Remote
PARADISE ISD,Texas,4834260,Wise County,48497,4,4,TX-249906,1216,97.39,164.18,42-Rural: Distant
PARIS ISD,Texas,4834290,Lamar County,48277,8,8,TX-139909,3857,316.78,601.75,33-Town: Remote
PASADENA ISD,Texas,4834320,Harris County,48201,67,67,TX-101917,50614,3752.34,8324.23,21-Suburb: Large
PATTON SPRINGS ISD,Texas,4834380,Dickens County,48125,1,1,TX-063906,90,10.17,30.46,43-Rural: Remote
PAWNEE ISD,Texas,4834410,Bee County,48025,1,1,TX-013902,315,22.95,70.87,43-Rural: Remote
PEARLAND ISD,Texas,4834440,Brazoria County,48039,23,25,TX-020908,21067,1317.93,2581.30,21-Suburb: Large
PEARSALL ISD,Texas,4834470,Frio County,48163,5,5,TX-082903,2025,142.30,344.63,33-Town: Remote
PEASTER ISD,Texas,4834500,Parker County,48367,3,3,TX-184908,1382,112.02,207.60,42-Rural: Distant
PECOS-BARSTOW-TOYAH ISD,Texas,4834550,Reeves County,48389,5,5,TX-195901,2697,194.05,413.04,33-Town: Remote
PEGASUS SCHOOL OF LIBERAL ARTS AND SCIENCES,Texas,4800029,Dallas County,48113,1,1,TX-057802,506,30.98,56.15,11-City: Large
PENELOPE ISD,Texas,4834560,Hill County,48217,2,2,TX-109914,211,20.02,42.28,42-Rural: Distant
PERRIN-WHITT CISD,Texas,4834630,Jack County,48237,2,2,TX-119903,316,31.29,55.83,43-Rural: Remote
PERRYTON ISD,Texas,4834650,Ochiltree County,48357,6,6,TX-179901,2133,170.15,366.72,33-Town: Remote
PETERSBURG ISD,Texas,4834680,Hale County,48189,1,3,TX-095904,291,27.54,57.84,42-Rural: Distant
PETROLIA CISD,Texas,4834710,Clay County,48077,2,2,TX-039903,446,44.93,80.02,42-Rural: Distant
PETTUS ISD,Texas,4834770,Bee County,48025,2,2,TX-013903,374,36.45,75.30,42-Rural: Distant
PEWITT CISD,Texas,4834800,Morris County,48343,3,3,TX-172905,861,76.08,148.71,42-Rural: Distant
PFLUGERVILLE ISD,Texas,4834830,Travis County,48453,31,33,TX-227904,25436,1909.05,3608.17,21-Suburb: Large
PHARR-SAN JUAN-ALAMO ISD,Texas,4834860,Hidalgo County,48215,42,46,TX-108909,31234,2167.14,4660.77,21-Suburb: Large
PILOT POINT ISD,Texas,4834920,Denton County,48121,4,5,TX-061903,1362,109.97,208.46,31-Town: Fringe
PINE TREE ISD,Texas,4834980,Gregg County,48183,7,7,TX-092904,4545,321.37,670.67,13-City: Small
PINEYWOODS COMMUNITY ACADEMY,Texas,4800074,Angelina County,48005,3,3,TX-003801,996,67.44,129.71,33-Town: Remote
PIONEER TECHNOLOGY & ARTS ACADEMY,TEXAS,4801451,Dallas County,48113,6,6,TX-057850,1709,147.00,191.00,21-Suburb: Large
PITTSBURG ISD,Texas,4835010,Camp County,48063,5,5,TX-032902,2347,193.03,418.23,32-Town: Distant
PLAINS ISD,Texas,4835040,Yoakum County,48501,3,3,TX-251902,431,40.89,78.33,43-Rural: Remote
PLAINVIEW ISD,Texas,4835070,Hale County,48189,10,10,TX-095905,4843,346.14,711.81,33-Town: Remote
PLANO ISD,Texas,4835100,Collin County,48085,79,85,TX-043910,50154,3786.89,6707.33,11-City: Large
PLEASANT GROVE ISD,Texas,4835130,Bowie County,48037,4,4,TX-019912,2233,166.61,263.00,13-City: Small
PLEASANTON ISD,Texas,4835190,Atascosa County,48013,6,6,TX-007905,3437,247.76,525.23,32-Town: Distant
PLEMONS-STINNETT-PHILLIPS CISD,Texas,4841580,Hutchinson County,48233,3,3,TX-117904,673,72.94,126.27,42-Rural: Distant
POINT ISABEL ISD,Texas,4835250,Cameron County,48061,5,5,TX-031909,2072,132.72,312.60,32-Town: Distant
PONDER ISD,Texas,4835310,Denton County,48121,4,4,TX-061906,1585,110.96,214.36,42-Rural: Distant
POOLVILLE ISD,Texas,4835340,Parker County,48367,3,3,TX-184901,557,54.06,99.97,42-Rural: Distant
POR VIDA ACADEMY,Texas,4800004,Bexar County,48029,2,2,TX-015801,137,15.05,53.17,11-City: Large
PORT ARANSAS ISD,Texas,4835370,Nueces County,48355,3,4,TX-178908,503,46.61,93.85,42-Rural: Distant
PORT ARTHUR ISD,Texas,4835400,Jefferson County,48245,14,15,TX-123907,7957,613.87,1313.17,13-City: Small
PORT NECHES-GROVES ISD,Texas,4835430,Jefferson County,48245,12,16,TX-123908,4984,358.89,511.88,22-Suburb: Mid-size
POSITIVE SOLUTIONS CHARTER SCHOOL,Texas,4800059,Bexar County,48029,1,1,TX-015814,119,9.23,16.50,11-City: Large
POST ISD,Texas,4835490,Garza County,48169,4,4,TX-085902,797,71.81,154.81,32-Town: Distant
POTEET ISD,Texas,4835520,Atascosa County,48013,4,5,TX-007906,1603,121.57,247.09,32-Town: Distant
POTH ISD,Texas,4835550,Wilson County,48493,4,5,TX-247904,846,74.74,133.82,42-Rural: Distant
POTTSBORO ISD,Texas,4835580,Grayson County,48181,3,3,TX-091913,1403,102.95,195.09,23-Suburb: Small
PRAIRIE LEA ISD,Texas,4835700,Caldwell County,48055,1,1,TX-028906,221,17.89,31.46,42-Rural: Distant
PRAIRIE VALLEY ISD,Texas,4835730,Montague County,48337,2,2,TX-169909,152,16.19,28.61,42-Rural: Distant
PRAIRILAND ISD,Texas,4835740,Lamar County,48277,4,4,TX-139912,1036,84.40,151.75,42-Rural: Distant
PRELUDE PREPARATORY CHARTER SCHOOL,TEXAS,4801476,Bexar County,48029,="0",1,TX-015843,†,†,†,11-City: Large
PREMIER HIGH SCHOOLS,Texas,4800207,Denton County,48121,36,36,TX-072801,6332,356.23,1147.27,11-City: Large
PREMONT ISD,Texas,4835760,Jim Wells County,48249,2,2,TX-125905,702,45.95,86.56,33-Town: Remote
PRESIDIO ISD,Texas,4835800,Presidio County,48377,3,3,TX-189902,1058,74.97,206.14,33-Town: Remote
PRIDDY ISD,Texas,4835820,Mills County,48333,1,1,TX-167904,116,15.37,26.51,43-Rural: Remote
PRINCETON ISD,Texas,4835850,Collin County,48085,10,13,TX-043911,5818,381.84,763.43,22-Suburb: Mid-size
PRINGLE-MORSE CISD,Texas,4835890,Hansford County,48195,1,1,TX-098903,113,12.03,29.51,43-Rural: Remote
PRIORITY CHARTER SCHOOLS,Texas,4800076,Bell County,48027,4,4,TX-014803,846,68.73,121.54,41-Rural: Fringe
PROGRESO ISD,Texas,4835910,Hidalgo County,48215,4,6,TX-108910,1533,109.00,297.62,21-Suburb: Large
PROMESA ACADEMY CHARTER SCHOOL,TEXAS,4801467,Bexar County,48029,1,1,TX-015839,196,15.00,21.90,11-City: Large
PROMESA PUBLIC SCHOOLS,Texas,4801414,Travis County,48453,4,4,TX-227824,1010,51.79,95.75,11-City: Large
PROMISE COMMUNITY SCHOOL,Texas,4800240,Harris County,48201,5,5,TX-101853,1556,100.64,157.66,11-City: Large
PROSPER ISD,Texas,4836000,Collin County,48085,19,24,TX-043912,19138,1273.37,2130.84,41-Rural: Fringe
QUANAH ISD,Texas,4836180,Hardeman County,48197,3,3,TX-099903,528,55.61,118.89,43-Rural: Remote
QUEEN CITY ISD,Texas,4836210,Cass County,48067,3,3,TX-034907,959,84.73,181.53,32-Town: Distant
QUINLAN ISD,Texas,4836240,Hunt County,48231,4,4,TX-116908,2592,182.52,394.31,41-Rural: Fringe
QUITMAN ISD,Texas,4836300,Wood County,48499,3,3,TX-250904,1130,97.22,188.20,32-Town: Distant
RAINS ISD,Texas,4836360,Rains County,48379,4,4,TX-190903,1709,132.11,290.41,42-Rural: Distant
RALLS ISD,Texas,4836390,Crosby County,48107,4,4,TX-054903,462,48.98,90.08,42-Rural: Distant
RAMIREZ CSD,Texas,4836420,Duval County,48131,1,1,TX-066005,44,3.01,8.98,43-Rural: Remote
RANCH ACADEMY,Texas,4800171,Van Zandt County,48467,1,1,TX-234801,61,4.83,14.23,42-Rural: Distant
RANDOLPH FIELD ISD,Texas,4836450,Bexar County,48029,3,3,TX-015906,1441,103.65,197.10,41-Rural: Fringe
RANGER ISD,Texas,4836480,Eastland County,48133,3,3,TX-067907,351,42.52,75.96,43-Rural: Remote
RANKIN ISD,Texas,4836510,Upton County,48461,1,1,TX-231902,289,39.77,75.92,43-Rural: Remote
RAPOPORT ACADEMY PUBLIC SCHOOL,Texas,4800042,McLennan County,48309,3,3,TX-161802,821,78.87,144.69,12-City: Mid-size
RAUL YZAGUIRRE SCHOOLS FOR SUCCESS,Texas,4800022,Harris County,48201,4,4,TX-101806,1335,81.47,164.89,11-City: Large
RAVEN SCHOOL,Texas,4800048,Walker County,48471,1,1,TX-236801,39,4.80,21.26,42-Rural: Distant
RAYMONDVILLE ISD,Texas,4836540,Willacy County,48489,5,6,TX-245903,2080,153.49,351.06,32-Town: Distant
REAGAN COUNTY ISD,Texas,4836570,Reagan County,48383,3,3,TX-192901,837,85.23,166.54,33-Town: Remote
RED LICK ISD,Texas,4836630,Bowie County,48037,2,2,TX-019911,518,40.00,66.54,23-Suburb: Small
RED OAK ISD,Texas,4836660,Ellis County,48139,7,7,TX-070911,6001,391.76,850.29,21-Suburb: Large
REDWATER ISD,Texas,4836750,Bowie County,48037,4,4,TX-019906,1107,99.19,154.80,42-Rural: Distant
REFUGIO ISD,Texas,4836780,Refugio County,48391,3,3,TX-196903,682,61.52,156.76,32-Town: Distant
REG 1 EDUCATION SERVICE CENTER,Texas,4800136,Hidalgo County,48215,="0",†,TX-108950,†,="0.00",1.99,12-City: Mid-size
REG 10 EDUCATION SERVICE CENTER,Texas,4800104,Dallas County,48113,="0",†,TX-057950,†,="0.00",11.63,12-City: Mid-size
REG 11 EDUCATION SERVICE CENTER,Texas,4800162,Tarrant County,48439,="0",†,TX-220950,†,="0.00",4.55,21-Suburb: Large
REG 12 EDUCATION SERVICE CENTER,Texas,4800146,McLennan County,48309,="0",†,TX-161950,†,†,="0.00",12-City: Mid-size
REG 13 EDUCATION SERVICE CENTER,Texas,4800169,Travis County,48453,="0",†,TX-227950,†,="0.00",5.55,11-City: Large
REG 14 EDUCATION SERVICE CENTER,Texas,4800164,Taylor County,48441,="0",†,TX-221950,†,†,="0.00",12-City: Mid-size
REG 15 EDUCATION SERVICE CENTER,Texas,4800166,Tom Green County,48451,="0",†,TX-226950,†,†,="0.00",12-City: Mid-size
REG 16 EDUCATION SERVICE CENTER,Texas,4800156,Randall County,48381,="0",†,TX-188950,†,="0.00",50.91,12-City: Mid-size
REG 17 EDUCATION SERVICE CENTER,Texas,4800144,Lubbock County,48303,="0",†,TX-152950,†,="0.00",15.80,11-City: Large
REG 18 EDUCATION SERVICE CENTER,Texas,4800150,Midland County,48329,="0",†,TX-165950,†,†,="0.00",41-Rural: Fringe
REG 19 EDUCATION SERVICE CENTER,Texas,4800107,El Paso County,48141,="0",†,TX-071950,†,="0.00",3.00,11-City: Large
REG 2 EDUCATION SERVICE CENTER,Texas,4800154,Nueces County,48355,="0",†,TX-178950,†,="0.00",5.00,11-City: Large
REG 20 EDUCATION SERVICE CENTER,Texas,4800083,Bexar County,48029,="0",†,TX-015950,†,="0.00",37.30,11-City: Large
REG 3 EDUCATION SERVICE CENTER,Texas,4800172,Victoria County,48469,="0",†,TX-235950,†,†,="0.00",13-City: Small
REG 4 EDUCATION SERVICE CENTER,Texas,4800130,Harris County,48201,="0",†,TX-101950,†,="0.00",="0.75",11-City: Large
REG 5 EDUCATION SERVICE CENTER,Texas,4800155,Jefferson County,48245,="0",†,TX-181950,†,5.13,10.26,12-City: Mid-size
REG 6 EDUCATION SERVICE CENTER,Texas,4800173,Walker County,48471,="0",†,TX-236950,†,="0.00",3.41,32-Town: Distant
REG 7 EDUCATION SERVICE CENTER,Texas,4800110,Gregg County,48183,="0",†,TX-092950,†,="0.00",1.23,31-Town: Fringe
REG 8 EDUCATION SERVICE CENTER,Texas,4800165,Camp County,48063,="0",†,TX-225950,†,="0.00",2.00,42-Rural: Distant
